x_B,P_GPa,k,S_cc,S_cc0_M2
0.6,10,0.9200,6.354916e-02,5.056294e-02
0.6,10,0.9600,4.951766e-02,5.056294e-02
0.6,10,0.9900,6.571109e-02,5.056294e-02
0.6,10,1.0200,5.760242e-02,5.056294e-02
0.6,10,1.0600,6.890234e-02,5.056294e-02
0.6,10,1.0900,6.379763e-02,5.056294e-02
0.6,10,1.1400,5.749066e-02,5.056294e-02
0.6,10,1.1600,7.479689e-02,5.056294e-02
0.6,10,1.1900,6.786766e-02,5.056294e-02
0.6,10,1.2300,8.655665e-02,5.056294e-02
0.6,10,1.2500,8.473335e-02,5.056294e-02
0.6,10,1.2700,8.657781e-02,5.056294e-02
0.6,10,1.3100,8.856925e-02,5.056294e-02
0.6,10,1.3200,9.666233e-02,5.056294e-02
0.6,10,1.3300,9.443701e-02,5.056294e-02
0.6,10,1.3700,9.277832e-02,5.056294e-02
0.6,10,1.3800,9.554254e-02,5.056294e-02
0.6,10,1.4000,9.402533e-02,5.056294e-02
0.6,10,1.4300,1.075313e-01,5.056294e-02
0.6,10,1.4400,1.112528e-01,5.056294e-02
0.6,10,1.4500,1.025577e-01,5.056294e-02
0.6,10,1.4700,1.217936e-01,5.056294e-02
0.6,10,1.4800,1.129585e-01,5.056294e-02
0.6,10,1.5000,1.175581e-01,5.056294e-02
0.6,10,1.5100,1.351994e-01,5.056294e-02
0.6,10,1.5200,1.629723e-01,5.056294e-02
0.6,10,1.5300,1.274650e-01,5.056294e-02
0.6,10,1.5800,1.601113e-01,5.056294e-02
0.6,10,1.5900,1.403027e-01,5.056294e-02
0.6,10,1.6100,1.627444e-01,5.056294e-02
0.6,10,1.6300,1.744351e-01,5.056294e-02
0.6,10,1.6400,1.479860e-01,5.056294e-02
0.6,10,1.6500,1.885410e-01,5.056294e-02
0.6,10,1.6800,1.583592e-01,5.056294e-02
0.6,10,1.7100,1.756642e-01,5.056294e-02
0.6,10,1.7500,1.954973e-01,5.056294e-02
0.6,10,1.7600,1.802694e-01,5.056294e-02
0.6,10,1.7800,2.468570e-01,5.056294e-02
0.6,10,1.7900,2.318224e-01,5.056294e-02
0.6,10,1.8000,2.254841e-01,5.056294e-02
0.6,10,1.8100,2.519849e-01,5.056294e-02
0.6,10,1.8200,2.457618e-01,5.056294e-02
0.6,10,1.8400,2.610073e-01,5.056294e-02
0.6,10,1.8600,2.443757e-01,5.056294e-02
0.6,10,1.8800,2.805369e-01,5.056294e-02
0.6,10,1.8900,2.821479e-01,5.056294e-02
0.6,10,1.9100,2.529131e-01,5.056294e-02
0.6,10,1.9200,3.518436e-01,5.056294e-02
0.6,10,1.9300,3.333566e-01,5.056294e-02
0.6,10,1.9400,3.931546e-01,5.056294e-02
0.6,10,1.9700,3.383587e-01,5.056294e-02
0.6,10,1.9800,3.712426e-01,5.056294e-02
0.6,10,1.9900,3.113613e-01,5.056294e-02
0.6,10,2.0000,3.492736e-01,5.056294e-02
0.6,10,2.0200,3.568884e-01,5.056294e-02
0.6,10,2.0400,4.149290e-01,5.056294e-02
0.6,10,2.0500,4.111396e-01,5.056294e-02
0.6,10,2.0600,4.545192e-01,5.056294e-02
0.6,10,2.0700,3.913213e-01,5.056294e-02
0.6,10,2.1000,4.060989e-01,5.056294e-02
0.6,10,2.1200,4.223759e-01,5.056294e-02
0.6,10,2.1500,5.438780e-01,5.056294e-02
0.6,10,2.1700,4.158650e-01,5.056294e-02
0.6,10,2.1800,4.451822e-01,5.056294e-02
0.6,10,2.2100,4.500677e-01,5.056294e-02
0.6,10,2.2200,4.997399e-01,5.056294e-02
0.6,10,2.2300,5.365323e-01,5.056294e-02
0.6,10,2.2400,5.264162e-01,5.056294e-02
0.6,10,2.2600,4.698138e-01,5.056294e-02
0.6,10,2.2700,4.578561e-01,5.056294e-02
0.6,10,2.2900,4.986462e-01,5.056294e-02
0.6,10,2.3300,5.251180e-01,5.056294e-02
0.6,10,2.3400,4.624895e-01,5.056294e-02
0.6,10,2.3600,5.083339e-01,5.056294e-02
0.6,10,2.3700,5.679113e-01,5.056294e-02
0.6,10,2.3900,4.663962e-01,5.056294e-02
0.6,10,2.4300,3.320693e-01,5.056294e-02
0.6,10,2.4400,3.986513e-01,5.056294e-02
0.6,10,2.5000,3.957431e-01,5.056294e-02
0.6,10,2.5100,3.643868e-01,5.056294e-02
0.6,10,2.5300,3.723791e-01,5.056294e-02
0.6,10,2.5400,4.277030e-01,5.056294e-02
0.6,10,2.5500,3.967180e-01,5.056294e-02
0.6,10,2.5700,3.932142e-01,5.056294e-02
0.6,10,2.6500,3.665364e-01,5.056294e-02
0.6,10,2.7100,3.264826e-01,5.056294e-02
0.6,10,2.7300,2.944459e-01,5.056294e-02
0.6,10,2.7900,3.080210e-01,5.056294e-02
0.6,10,2.9700,2.577427e-01,5.056294e-02
0.7,10,0.4200,2.157084e-02,7.560161e-02
0.7,10,0.4400,5.155430e-02,7.560161e-02
0.7,10,0.6000,6.494772e-02,7.560161e-02
0.7,10,0.6100,7.262438e-02,7.560161e-02
0.7,10,0.6200,7.780115e-02,7.560161e-02
0.7,10,0.7500,1.068487e-01,7.560161e-02
0.7,10,0.8300,8.836037e-02,7.560161e-02
0.7,10,0.8700,1.179882e-01,7.560161e-02
0.7,10,0.8800,8.757157e-02,7.560161e-02
0.7,10,0.9400,9.024587e-02,7.560161e-02
0.7,10,0.9700,8.591843e-02,7.560161e-02
0.7,10,0.9800,7.963067e-02,7.560161e-02
0.7,10,1.0400,8.828999e-02,7.560161e-02
0.7,10,1.0600,9.485831e-02,7.560161e-02
0.7,10,1.0700,7.609655e-02,7.560161e-02
0.7,10,1.2100,9.111035e-02,7.560161e-02
0.7,10,1.2400,9.923382e-02,7.560161e-02
0.7,10,1.2500,1.211548e-01,7.560161e-02
0.7,10,1.2800,9.410300e-02,7.560161e-02
0.7,10,1.2900,1.178043e-01,7.560161e-02
0.7,10,1.3100,1.000929e-01,7.560161e-02
0.7,10,1.3200,1.211653e-01,7.560161e-02
0.7,10,1.3300,1.086172e-01,7.560161e-02
0.7,10,1.3700,1.182836e-01,7.560161e-02
0.7,10,1.3800,1.150136e-01,7.560161e-02
0.7,10,1.3900,1.145767e-01,7.560161e-02
0.7,10,1.4000,1.014277e-01,7.560161e-02
0.7,10,1.4400,1.220238e-01,7.560161e-02
0.7,10,1.4500,1.315931e-01,7.560161e-02
0.7,10,1.4900,1.186752e-01,7.560161e-02
0.7,10,1.5200,1.095118e-01,7.560161e-02
0.7,10,1.5300,1.406089e-01,7.560161e-02
0.7,10,1.5500,1.445050e-01,7.560161e-02
0.7,10,1.5600,1.260950e-01,7.560161e-02
0.7,10,1.5800,1.543673e-01,7.560161e-02
0.7,10,1.5900,1.355224e-01,7.560161e-02
0.7,10,1.6100,1.520054e-01,7.560161e-02
0.7,10,1.6200,1.628965e-01,7.560161e-02
0.7,10,1.6300,1.547004e-01,7.560161e-02
0.7,10,1.6400,1.444430e-01,7.560161e-02
0.7,10,1.6700,1.504853e-01,7.560161e-02
0.7,10,1.7200,1.671055e-01,7.560161e-02
0.7,10,1.7300,1.974808e-01,7.560161e-02
0.7,10,1.7400,2.015438e-01,7.560161e-02
0.7,10,1.7600,1.969646e-01,7.560161e-02
0.7,10,1.7800,2.216686e-01,7.560161e-02
0.7,10,1.7900,2.098698e-01,7.560161e-02
0.7,10,1.8000,1.861465e-01,7.560161e-02
0.7,10,1.8100,2.654321e-01,7.560161e-02
0.7,10,1.8200,2.543771e-01,7.560161e-02
0.7,10,1.8500,2.776284e-01,7.560161e-02
0.7,10,1.8600,2.302667e-01,7.560161e-02
0.7,10,1.8700,2.517671e-01,7.560161e-02
0.7,10,1.8800,2.972543e-01,7.560161e-02
0.7,10,1.8900,2.875281e-01,7.560161e-02
0.7,10,1.9100,2.520727e-01,7.560161e-02
0.7,10,1.9300,2.574752e-01,7.560161e-02
0.7,10,1.9400,2.732185e-01,7.560161e-02
0.7,10,1.9500,3.422309e-01,7.560161e-02
0.7,10,1.9700,3.243113e-01,7.560161e-02
0.7,10,1.9800,2.830618e-01,7.560161e-02
0.7,10,2.0000,2.850324e-01,7.560161e-02
0.7,10,2.0100,3.008736e-01,7.560161e-02
0.7,10,2.0200,2.657019e-01,7.560161e-02
0.7,10,2.0400,3.138382e-01,7.560161e-02
0.7,10,2.0800,3.631203e-01,7.560161e-02
0.7,10,2.1200,3.240980e-01,7.560161e-02
0.7,10,2.1300,3.246904e-01,7.560161e-02
0.7,10,2.1400,3.835804e-01,7.560161e-02
0.7,10,2.1500,3.797766e-01,7.560161e-02
0.7,10,2.1600,3.412762e-01,7.560161e-02
0.7,10,2.1700,3.467546e-01,7.560161e-02
0.7,10,2.1900,3.980169e-01,7.560161e-02
0.7,10,2.2000,3.929463e-01,7.560161e-02
0.7,10,2.2100,4.019120e-01,7.560161e-02
0.7,10,2.2300,3.735628e-01,7.560161e-02
0.7,10,2.2400,3.713486e-01,7.560161e-02
0.7,10,2.3000,3.601561e-01,7.560161e-02
0.7,10,2.3200,3.681839e-01,7.560161e-02
0.7,10,2.3300,3.924870e-01,7.560161e-02
0.7,10,2.3400,3.494721e-01,7.560161e-02
0.7,10,2.3500,3.766142e-01,7.560161e-02
0.7,10,2.4100,3.335157e-01,7.560161e-02
0.7,10,2.4300,3.472766e-01,7.560161e-02
0.7,10,2.4500,3.278549e-01,7.560161e-02
0.7,10,2.4700,3.313811e-01,7.560161e-02
0.7,10,2.4800,3.186125e-01,7.560161e-02
0.7,10,2.5000,3.255791e-01,7.560161e-02
0.7,10,2.5100,2.712454e-01,7.560161e-02
0.7,10,2.5200,3.017037e-01,7.560161e-02
0.7,10,2.5300,2.741761e-01,7.560161e-02
0.7,10,2.5700,3.178543e-01,7.560161e-02
0.7,10,2.5800,3.103482e-01,7.560161e-02
0.7,10,2.6200,2.519219e-01,7.560161e-02
0.7,10,2.7500,2.361742e-01,7.560161e-02
0.7,10,2.7600,2.274263e-01,7.560161e-02
0.7,10,2.7800,2.336761e-01,7.560161e-02
0.7,10,2.9900,2.044398e-01,7.560161e-02
0.8,10,0.2900,1.346092e-01,1.390270e-01
0.8,10,0.5500,7.363012e-02,1.390270e-01
0.8,10,0.5700,4.299440e-02,1.390270e-01
0.8,10,0.5900,1.391457e-01,1.390270e-01
0.8,10,0.6200,1.229290e-01,1.390270e-01
0.8,10,0.6400,3.801540e-02,1.390270e-01
0.8,10,0.7900,8.887793e-02,1.390270e-01
0.8,10,0.8100,6.072037e-02,1.390270e-01
0.8,10,0.8200,8.613494e-02,1.390270e-01
0.8,10,0.8500,5.997710e-02,1.390270e-01
0.8,10,0.8800,4.551305e-02,1.390270e-01
0.8,10,0.9900,7.422662e-02,1.390270e-01
0.8,10,1.0400,5.883629e-02,1.390270e-01
0.8,10,1.0500,9.992251e-02,1.390270e-01
0.8,10,1.1000,5.951533e-02,1.390270e-01
0.8,10,1.1400,7.389411e-02,1.390270e-01
0.8,10,1.1700,6.505866e-02,1.390270e-01
0.8,10,1.1800,1.123978e-01,1.390270e-01
0.8,10,1.1900,6.937439e-02,1.390270e-01
0.8,10,1.2400,9.364164e-02,1.390270e-01
0.8,10,1.2500,1.024085e-01,1.390270e-01
0.8,10,1.2700,8.684031e-02,1.390270e-01
0.8,10,1.2800,7.499204e-02,1.390270e-01
0.8,10,1.3000,1.233001e-01,1.390270e-01
0.8,10,1.3100,1.125208e-01,1.390270e-01
0.8,10,1.3700,1.060959e-01,1.390270e-01
0.8,10,1.4000,1.281582e-01,1.390270e-01
0.8,10,1.4100,1.027252e-01,1.390270e-01
0.8,10,1.4200,1.020126e-01,1.390270e-01
0.8,10,1.4400,1.267184e-01,1.390270e-01
0.8,10,1.5200,1.461524e-01,1.390270e-01
0.8,10,1.5400,1.553595e-01,1.390270e-01
0.8,10,1.5900,1.488876e-01,1.390270e-01
0.8,10,1.6100,1.724418e-01,1.390270e-01
0.8,10,1.6400,1.307593e-01,1.390270e-01
0.8,10,1.6500,1.174198e-01,1.390270e-01
0.8,10,1.6800,1.660996e-01,1.390270e-01
0.8,10,1.6900,1.792545e-01,1.390270e-01
0.8,10,1.7100,1.465644e-01,1.390270e-01
0.8,10,1.7300,1.458726e-01,1.390270e-01
0.8,10,1.7400,1.165930e-01,1.390270e-01
0.8,10,1.7500,1.512749e-01,1.390270e-01
0.8,10,1.7700,1.751717e-01,1.390270e-01
0.8,10,1.8000,1.656824e-01,1.390270e-01
0.8,10,1.8100,1.485060e-01,1.390270e-01
0.8,10,1.8200,1.924983e-01,1.390270e-01
0.8,10,1.8400,2.267830e-01,1.390270e-01
0.8,10,1.8700,2.264821e-01,1.390270e-01
0.8,10,1.8900,1.964379e-01,1.390270e-01
0.8,10,1.9200,1.927736e-01,1.390270e-01
0.8,10,1.9600,1.876797e-01,1.390270e-01
0.8,10,1.9700,1.844436e-01,1.390270e-01
0.8,10,2.0000,2.152981e-01,1.390270e-01
0.8,10,2.0100,2.263980e-01,1.390270e-01
0.8,10,2.0300,2.625783e-01,1.390270e-01
0.8,10,2.0600,2.491416e-01,1.390270e-01
0.8,10,2.0800,2.424959e-01,1.390270e-01
0.8,10,2.0900,2.109733e-01,1.390270e-01
0.8,10,2.1100,2.290526e-01,1.390270e-01
0.8,10,2.1200,2.094316e-01,1.390270e-01
0.8,10,2.1500,2.135585e-01,1.390270e-01
0.8,10,2.1900,2.345284e-01,1.390270e-01
0.8,10,2.2000,1.922179e-01,1.390270e-01
0.8,10,2.2200,2.434529e-01,1.390270e-01
0.8,10,2.2800,2.958048e-01,1.390270e-01
0.8,10,2.2900,2.112629e-01,1.390270e-01
0.8,10,2.3000,2.704791e-01,1.390270e-01
0.8,10,2.3300,2.125226e-01,1.390270e-01
0.8,10,2.3500,2.412759e-01,1.390270e-01
0.8,10,2.3600,2.397493e-01,1.390270e-01
0.8,10,2.3700,2.404792e-01,1.390270e-01
0.8,10,2.3800,2.233617e-01,1.390270e-01
0.8,10,2.4000,2.137647e-01,1.390270e-01
0.8,10,2.4200,2.411556e-01,1.390270e-01
0.8,10,2.4400,2.385679e-01,1.390270e-01
0.8,10,2.4500,2.062796e-01,1.390270e-01
0.8,10,2.4800,1.975643e-01,1.390270e-01
0.8,10,2.5000,2.338822e-01,1.390270e-01
0.8,10,2.5100,1.792824e-01,1.390270e-01
0.8,10,2.5300,2.055413e-01,1.390270e-01
0.8,10,2.5400,1.663316e-01,1.390270e-01
0.8,10,2.5500,1.940953e-01,1.390270e-01
0.8,10,2.5600,2.202244e-01,1.390270e-01
0.8,10,2.5700,2.414792e-01,1.390270e-01
0.8,10,2.6000,2.069239e-01,1.390270e-01
0.8,10,2.6200,1.844100e-01,1.390270e-01
0.8,10,2.6300,1.646105e-01,1.390270e-01
0.8,10,2.6500,1.903866e-01,1.390270e-01
0.8,10,2.6800,1.786572e-01,1.390270e-01
0.8,10,2.7400,1.699974e-01,1.390270e-01
0.8,10,2.7900,1.704102e-01,1.390270e-01
0.8,10,2.8000,1.743377e-01,1.390270e-01
0.8,10,2.8200,1.814145e-01,1.390270e-01
0.8,10,2.8300,1.821328e-01,1.390270e-01
0.8,10,2.8500,1.599119e-01,1.390270e-01
0.8,10,2.8800,1.785415e-01,1.390270e-01
0.8,10,2.9300,1.525590e-01,1.390270e-01
0.8,10,2.9500,1.652661e-01,1.390270e-01
0.8,10,3.0300,1.649998e-01,1.390270e-01
0.8,10,3.0500,1.530953e-01,1.390270e-01
0.8,10,3.1700,1.671554e-01,1.390270e-01
0.8,10,3.1800,1.480304e-01,1.390270e-01
0.8,10,3.2300,1.459793e-01,1.390270e-01
0.8,10,3.2900,1.384069e-01,1.390270e-01
0.8,10,3.3800,1.337063e-01,1.390270e-01
0.9,10,0.3500,7.100918e-02,6.719401e-02
0.9,10,0.4000,7.987404e-02,6.719401e-02
0.9,10,0.4500,1.294578e-02,6.719401e-02
0.9,10,0.5300,4.354794e-02,6.719401e-02
0.9,10,0.5700,3.204127e-02,6.719401e-02
0.9,10,0.6000,1.803748e-01,6.719401e-02
0.9,10,0.6900,5.081454e-02,6.719401e-02
0.9,10,0.7000,2.922352e-02,6.719401e-02
0.9,10,0.8000,1.137062e-01,6.719401e-02
0.9,10,0.8300,3.123091e-02,6.719401e-02
0.9,10,0.8800,1.228625e-01,6.719401e-02
0.9,10,0.8900,5.419047e-02,6.719401e-02
0.9,10,0.9200,5.714139e-02,6.719401e-02
0.9,10,0.9600,1.808438e-02,6.719401e-02
0.9,10,0.9800,5.557214e-02,6.719401e-02
0.9,10,1.0400,4.052927e-02,6.719401e-02
0.9,10,1.0600,3.559719e-02,6.719401e-02
0.9,10,1.1200,6.112788e-02,6.719401e-02
0.9,10,1.1300,5.935382e-02,6.719401e-02
0.9,10,1.1500,6.501171e-02,6.719401e-02
0.9,10,1.2000,9.692248e-02,6.719401e-02
0.9,10,1.2100,5.072590e-02,6.719401e-02
0.9,10,1.2500,8.436478e-02,6.719401e-02
0.9,10,1.2900,2.255333e-01,6.719401e-02
0.9,10,1.3200,4.938853e-02,6.719401e-02
0.9,10,1.3300,6.280765e-02,6.719401e-02
0.9,10,1.3400,4.487215e-02,6.719401e-02
0.9,10,1.3700,7.250802e-02,6.719401e-02
0.9,10,1.3800,2.911545e-02,6.719401e-02
0.9,10,1.3900,7.392913e-02,6.719401e-02
0.9,10,1.4000,8.506918e-02,6.719401e-02
0.9,10,1.4300,7.056074e-02,6.719401e-02
0.9,10,1.4400,1.208458e-01,6.719401e-02
0.9,10,1.4500,5.215457e-02,6.719401e-02
0.9,10,1.4600,5.809062e-02,6.719401e-02
0.9,10,1.5000,1.113964e-01,6.719401e-02
0.9,10,1.5100,6.258586e-02,6.719401e-02
0.9,10,1.5200,1.098762e-01,6.719401e-02
0.9,10,1.5400,8.606928e-02,6.719401e-02
0.9,10,1.5600,1.168810e-01,6.719401e-02
0.9,10,1.5900,8.822857e-02,6.719401e-02
0.9,10,1.6000,1.055193e-01,6.719401e-02
0.9,10,1.6100,7.930498e-02,6.719401e-02
0.9,10,1.6400,6.920279e-02,6.719401e-02
0.9,10,1.6500,8.101559e-02,6.719401e-02
0.9,10,1.6600,8.792015e-02,6.719401e-02
0.9,10,1.6700,6.006064e-02,6.719401e-02
0.9,10,1.7000,9.174921e-02,6.719401e-02
0.9,10,1.7100,1.066044e-01,6.719401e-02
0.9,10,1.7400,1.474270e-01,6.719401e-02
0.9,10,1.7500,5.179505e-02,6.719401e-02
0.9,10,1.7800,7.678981e-02,6.719401e-02
0.9,10,1.8000,9.764462e-02,6.719401e-02
0.9,10,1.8100,6.959479e-02,6.719401e-02
0.9,10,1.8200,1.232109e-01,6.719401e-02
0.9,10,1.8300,1.004510e-01,6.719401e-02
0.9,10,1.8400,8.319580e-02,6.719401e-02
0.9,10,1.8600,1.263997e-01,6.719401e-02
0.9,10,1.8700,1.343312e-01,6.719401e-02
0.9,10,1.8800,1.215209e-01,6.719401e-02
0.9,10,1.8900,1.025244e-01,6.719401e-02
0.9,10,1.9200,7.007755e-02,6.719401e-02
0.9,10,1.9300,9.294025e-02,6.719401e-02
0.9,10,1.9600,1.038097e-01,6.719401e-02
0.9,10,1.9700,1.235786e-01,6.719401e-02
0.9,10,1.9900,8.985616e-02,6.719401e-02
0.9,10,2.0500,1.184656e-01,6.719401e-02
0.9,10,2.0700,1.168615e-01,6.719401e-02
0.9,10,2.0800,1.001821e-01,6.719401e-02
0.9,10,2.0900,1.237266e-01,6.719401e-02
0.9,10,2.1100,9.908430e-02,6.719401e-02
0.9,10,2.1200,9.473819e-02,6.719401e-02
0.9,10,2.1300,1.518818e-01,6.719401e-02
0.9,10,2.1500,1.006016e-01,6.719401e-02
0.9,10,2.1700,1.203931e-01,6.719401e-02
0.9,10,2.1800,9.518032e-02,6.719401e-02
0.9,10,2.2000,8.906126e-02,6.719401e-02
0.9,10,2.2200,9.979068e-02,6.719401e-02
0.9,10,2.2600,1.440985e-01,6.719401e-02
0.9,10,2.2800,8.723033e-02,6.719401e-02
0.9,10,2.3000,1.397103e-01,6.719401e-02
0.9,10,2.3100,1.065475e-01,6.719401e-02
0.9,10,2.3400,8.103777e-02,6.719401e-02
0.9,10,2.3900,1.310359e-01,6.719401e-02
0.9,10,2.4000,9.387603e-02,6.719401e-02
0.9,10,2.4300,8.627242e-02,6.719401e-02
0.9,10,2.5000,1.080285e-01,6.719401e-02
0.9,10,2.5100,1.027907e-01,6.719401e-02
0.9,10,2.5600,1.055459e-01,6.719401e-02
0.9,10,2.6200,8.447155e-02,6.719401e-02
0.9,10,2.7800,1.026722e-01,6.719401e-02
